time,latitude,longitude,depth,depth_class,mag,mag_class,place
2024-02-17 18:16:11.426,-7.2277,150.2211,10.0,Shallow,4.4,Light,"135 km SSE of Kandrian, Papua New Guinea"
2024-02-17 18:57:32.398,38.4922,37.2808,2.543,Shallow,4.3,Light,"20 km WSW of Darende, Turkey"
2024-02-17 18:59:41.865,33.9802,91.9949,15.886,Shallow,4.1,Light,"277 km N of Nagqu, China"
2024-02-17 19:40:34.536,16.995,148.098,10.0,Shallow,4.3,Light,Mariana Islands region
2024-02-17 21:43:42.772,23.9338,123.6125,34.766,Shallow,4.5,Light,"71 km SW of Ishigaki, Japan"
2024-02-17 22:03:39.776,-12.5543,166.9619,225.38,Intermediate,4.1,Light,"159 km NNW of Sola, Vanuatu"
2024-02-18 00:03:09.751,-9.0884,110.5027,56.618,Shallow,4.3,Light,"124 km S of Wonosari, Indonesia"
2024-02-18 00:24:48.995,23.7744,93.8956,71.815,Intermediate,4.1,Light,"53 km WNW of Mawlaik, Myanmar"
2024-02-18 03:59:47.101,-7.4371,128.507,147.101,Intermediate,4.4,Light,"205 km NE of Lospalos, Timor Leste"
2024-02-18 04:09:09.863,-37.8529,176.3651,189.27,Intermediate,4.8,Light,"12 km SW of Maketu, New Zealand"
2024-02-18 06:01:10.608,-58.6896,-23.047,10.0,Shallow,4.9,Light,South Sandwich Islands region
2024-02-18 06:08:38.270,13.8778,144.817,153.196,Intermediate,4.6,Light,"38 km NNW of Yigo Village, Guam"
2024-02-18 06:11:32.241,-5.5111,147.3145,208.817,Intermediate,4.3,Light,"129 km NNW of Finschhafen, Papua New Guinea"
2024-02-18 06:15:27.691,-15.2911,167.5696,116.266,Intermediate,4.0,Light,"50 km ENE of Luganville, Vanuatu"
2024-02-18 07:14:43.645,35.3874,140.027,97.462,Intermediate,4.5,Light,"8 km E of Kisarazu, Japan"
2024-02-18 08:59:14.381,41.4302,78.955,2.959,Shallow,4.4,Light,"112 km WNW of Aykol, China"
2024-02-18 10:35:56.722,42.4499,142.1851,117.516,Intermediate,4.2,Light,"15 km SSE of Biratori, Japan"
2024-02-18 10:58:12.857,20.4604,145.2076,134.337,Intermediate,3.8,Minor,"Maug Islands region, Northern Mariana Islands"
2024-02-18 11:10:05.686,7.1704,126.8375,89.798,Intermediate,4.4,Light,"31 km ESE of Santiago, Philippines"
2024-02-18 11:20:31.823,36.5525,66.832,10.0,Shallow,4.8,Light,"23 km SSW of Balkh, Afghanistan"
2024-02-18 11:37:15.414,21.6215,143.0183,298.026,Intermediate,4.0,Light,Mariana Islands region
2024-02-18 11:48:09.745,9.3253,125.818,126.612,Intermediate,4.5,Light,"12 km W of Panikian, Philippines"
2024-02-18 12:25:58.093,43.2194,145.2779,104.451,Intermediate,4.1,Light,"26 km WSW of Nemuro, Japan"
2024-02-18 14:35:55.472,-6.2585,130.4048,149.784,Intermediate,4.3,Light,"269 km WSW of Tual, Indonesia"
2024-02-18 17:27:14.968,-27.7514,64.3465,10.0,Shallow,4.4,Light,Southwest Indian Ridge
2024-02-18 18:22:46.922,18.8865,121.0042,32.474,Shallow,4.6,Light,"31 km NNW of Claveria, Philippines"
2024-02-18 18:31:29.979,24.1835,142.5083,36.048,Shallow,4.1,Light,"Volcano Islands, Japan region"
2024-02-18 22:54:41.399,9.8946,126.0799,56.414,Shallow,4.4,Light,"3 km NNW of Pilar, Philippines"
2024-02-19 01:25:41.295,35.1539,27.5765,10.0,Shallow,4.2,Light,"51 km SE of Karpathos, Greece"
2024-02-19 02:21:13.374,38.3107,141.8259,53.571,Shallow,3.9,Minor,"36 km ESE of Onagawa Chō, Japan"
2024-02-19 02:35:08.072,39.2922,141.7065,61.335,Shallow,4.3,Light,"14 km W of Kamaishi, Japan"
2024-02-19 02:54:04.536,-24.1258,-179.2997,392.568,Deep,4.2,Light,south of the Fiji Islands
2024-02-19 03:08:15.669,41.9929,84.0802,10.0,Shallow,4.6,Light,"100 km ENE of Kuqa, China"
2024-02-19 04:03:04.312,-3.419,123.6132,10.0,Shallow,4.1,Light,"136 km ENE of Kendari, Indonesia"
2024-02-19 04:28:37.626,39.3132,71.5916,10.0,Shallow,4.3,Light,"10 km NE of Karakenja, Tajikistan"
2024-02-19 04:47:26.146,-48.5122,107.2207,10.0,Shallow,4.4,Light,southeast Indian Ridge
2024-02-19 05:55:04.069,35.2279,22.9059,54.048,Shallow,4.4,Light,"70 km W of Palaióchora, Greece"
2024-02-19 06:45:35.284,24.8085,122.5238,124.826,Intermediate,4.1,Light,"61 km NW of Yonakuni, Japan"
2024-02-19 07:04:47.209,-57.2175,-25.9177,119.945,Intermediate,4.6,Light,South Sandwich Islands region
2024-02-19 07:05:05.801,20.0205,145.0975,10.0,Shallow,4.6,Light,"Maug Islands region, Northern Mariana Islands"
2024-02-19 08:22:04.195,43.9809,18.4579,10.0,Shallow,4.3,Light,"11 km NNE of Hotonj, Bosnia and Herzegovina"
2024-02-19 08:47:40.771,-4.7908,153.2468,61.258,Shallow,5.0,Moderate,"119 km ESE of Kokopo, Papua New Guinea"
2024-02-19 09:23:23.798,37.9953,37.7293,10.0,Shallow,4.0,Light,"15 km SW of Doğanşehir, Turkey"
2024-02-19 14:48:54.277,-1.3008,100.0173,44.214,Shallow,4.1,Light,"54 km SW of Padang, Indonesia"
2024-02-19 15:08:54.864,-7.2116,129.2819,144.671,Intermediate,5.0,Moderate,"290 km ENE of Lospalos, Timor Leste"
2024-02-19 15:27:12.528,-11.5451,166.3619,75.548,Intermediate,4.6,Light,"109 km SE of Lata, Solomon Islands"
2024-02-19 16:05:15.395,35.4886,74.8029,10.0,Shallow,4.8,Light,"65 km SE of Gilgit, Pakistan"
2024-02-19 16:45:55.162,-7.5539,127.6894,154.654,Intermediate,4.3,Light,"131 km NE of Lospalos, Timor Leste"
2024-02-19 17:28:18.874,-9.6403,151.4515,10.0,Shallow,4.1,Light,"132 km NE of Alotau, Papua New Guinea"
2024-02-19 18:01:50.296,-57.1294,-25.2958,20.92,Shallow,5.1,Moderate,South Sandwich Islands region
2024-02-19 18:03:57.874,-48.2805,164.8913,31.547,Shallow,4.3,Light,off the west coast of the South Island of New Zealand
2024-02-19 18:40:42.045,36.1928,70.4434,149.576,Intermediate,4.1,Light,"67 km SE of Farkhār, Afghanistan"
2024-02-19 19:21:47.156,21.6979,144.3932,133.86,Intermediate,4.6,Light,Mariana Islands region
2024-02-19 19:56:53.407,30.6302,143.0899,10.0,Shallow,4.2,Light,"Izu Islands, Japan region"
2024-02-19 20:59:38.995,-12.9988,166.721,118.201,Intermediate,4.2,Light,"132 km NW of Sola, Vanuatu"
2024-02-19 23:48:22.604,24.8275,122.092,6.342,Shallow,4.2,Light,"35 km ENE of Yilan, Taiwan"
2024-02-20 01:02:36.883,-5.076,152.8644,35.0,Shallow,4.0,Light,"104 km SE of Kokopo, Papua New Guinea"
2024-02-20 01:05:59.441,33.1565,76.8759,10.0,Shallow,4.3,Light,"34 km S of Padam, India"
2024-02-20 02:43:32.339,-38.87,175.6871,118.061,Intermediate,4.2,Light,"17 km NW of Turangi, New Zealand"
2024-02-20 03:10:03.145,1.3603,126.8988,125.039,Intermediate,4.3,Light,"82 km NW of Ternate, Indonesia"
2024-02-20 03:46:53.540,-3.5089,139.6907,64.721,Shallow,4.4,Light,"145 km SW of Abepura, Indonesia"
2024-02-20 05:01:38.892,29.307,142.7426,10.0,Shallow,4.4,Light,"Izu Islands, Japan region"
2024-02-20 05:47:59.592,41.7701,47.7116,6.043,Shallow,4.1,Light,"10 km E of Tpig, Russia"
2024-02-20 07:12:20.271,1.0429,127.8587,10.0,Shallow,4.3,Light,"47 km NE of Sofifi, Indonesia"
2024-02-20 08:21:23.551,-4.8684,151.6117,146.328,Intermediate,4.3,Light,"93 km SW of Kokopo, Papua New Guinea"
2024-02-20 09:19:09.766,-37.0336,178.7398,35.0,Shallow,4.2,Light,"73 km NNE of Hicks Bay, New Zealand"
2024-02-20 09:54:34.573,-0.3768,124.6867,49.467,Shallow,4.4,Light,"95 km SSE of Modisi, Indonesia"
2024-02-20 10:01:15.938,12.9678,145.1455,62.553,Shallow,4.5,Light,"54 km SE of Inarajan Village, Guam"
2024-02-20 10:17:30.930,35.0802,22.9783,45.398,Shallow,4.4,Light,"66 km WSW of Palaióchora, Greece"
2024-02-20 10:58:10.471,42.8637,94.2192,10.0,Shallow,5.1,Moderate,"58 km E of Hami, China"
2024-02-20 13:56:27.087,23.7588,123.2751,21.926,Shallow,4.8,Light,"83 km SSE of Yonakuni, Japan"
2024-02-20 14:18:17.392,23.9921,122.467,28.793,Shallow,4.5,Light,"75 km SW of Yonakuni, Japan"
2024-02-20 14:25:07.206,-4.8497,151.0414,268.615,Intermediate,4.4,Light,"126 km NE of Kimbe, Papua New Guinea"
2024-02-20 14:28:11.001,-10.7691,165.9056,123.936,Intermediate,4.4,Light,"12 km ESE of Lata, Solomon Islands"
2024-02-20 14:53:25.032,-6.0564,130.1916,21.575,Shallow,4.2,Light,"287 km W of Tual, Indonesia"
2024-02-20 14:57:30.744,23.7516,123.2782,21.152,Shallow,5.0,Moderate,"84 km SSE of Yonakuni, Japan"
2024-02-20 15:12:29.694,23.7488,123.2893,24.87,Shallow,4.6,Light,"84 km SSE of Yonakuni, Japan"
2024-02-20 15:24:03.058,36.5171,70.5485,199.038,Intermediate,4.0,Light,"46 km SSW of Jurm, Afghanistan"
2024-02-20 16:08:36.125,23.9302,122.4817,24.39,Shallow,4.4,Light,"79 km SW of Yonakuni, Japan"
2024-02-20 16:10:27.701,-5.9527,130.3706,8.566,Shallow,4.4,Light,"266 km W of Tual, Indonesia"
2024-02-20 17:32:58.893,-24.0278,178.6553,569.146,Deep,4.8,Light,south of the Fiji Islands
2024-02-20 19:35:12.306,-13.8497,170.1248,645.729,Deep,4.2,Light,"278 km E of Sola, Vanuatu"
2024-02-20 21:13:51.554,29.3493,142.1834,10.0,Shallow,4.5,Light,"Izu Islands, Japan region"
2024-02-20 22:32:21.048,23.197,142.5149,81.724,Intermediate,4.4,Light,"Volcano Islands, Japan region"
2024-02-20 22:37:24.400,-24.2717,179.9796,514.941,Deep,4.3,Light,south of the Fiji Islands
2024-02-20 22:47:54.732,37.3044,70.0014,8.934,Shallow,4.3,Light,"24 km NE of Rustāq, Afghanistan"
2024-02-20 23:09:24.051,23.2845,142.4928,68.459,Shallow,4.4,Light,"Volcano Islands, Japan region"
2024-02-20 23:25:30.908,-10.1312,160.8786,36.43,Shallow,4.4,Light,"119 km WNW of Kirakira, Solomon Islands"
2024-02-21 00:24:21.483,-5.4743,154.1058,129.713,Intermediate,4.3,Light,"178 km WNW of Panguna, Papua New Guinea"
2024-02-21 01:37:47.455,51.4692,176.2269,19.977,Shallow,3.8,Minor,"258 km SE of Attu Station, Alaska"
2024-02-21 07:03:57.973,40.441,77.667,10.0,Shallow,4.5,Light,"134 km WNW of Tumxuk, China"
2024-02-21 07:36:04.824,22.5174,93.9868,71.012,Intermediate,4.9,Light,"41 km ESE of Hakha, Myanmar"
2024-02-21 08:06:11.976,19.7286,145.1624,195.935,Intermediate,4.3,Light,"Maug Islands region, Northern Mariana Islands"
2024-02-21 10:04:08.283,-13.2962,167.1981,232.222,Intermediate,4.1,Light,"74 km NNW of Sola, Vanuatu"
2024-02-21 11:19:28.759,-32.8953,179.6675,227.272,Intermediate,4.7,Light,south of the Kermadec Islands
2024-02-21 11:21:13.584,40.4729,142.1282,56.894,Shallow,4.1,Light,"43 km NE of Kuji, Japan"
2024-02-21 12:11:31.245,-0.8908,146.0892,10.0,Shallow,5.5,Moderate,"182 km NW of Lorengau, Papua New Guinea"
2024-02-21 12:18:35.732,-0.938,146.4446,10.0,Shallow,4.4,Light,"152 km NW of Lorengau, Papua New Guinea"
2024-02-21 12:57:06.679,36.1223,71.0071,98.178,Intermediate,4.5,Light,"78 km SW of Ashkāsham, Afghanistan"
2024-02-21 15:22:20.751,8.5335,126.4698,63.817,Shallow,4.4,Light,"23 km NE of Hinatuan, Philippines"
2024-02-21 18:20:13.448,36.5331,70.2323,229.907,Intermediate,4.1,Light,"33 km E of Farkhār, Afghanistan"
2024-02-21 18:26:44.304,41.3498,78.7227,4.88,Shallow,4.5,Light,"125 km SSE of Kyzyl-Suu, Kyrgyzstan"
2024-02-21 19:39:45.460,39.4744,73.6461,43.067,Shallow,4.4,Light,"94 km S of Gul’cha, Kyrgyzstan"
2024-02-21 21:44:03.140,33.1212,137.8965,322.817,Deep,4.1,Light,"166 km SE of Shima, Japan"
2024-02-21 21:59:19.659,35.046,22.7891,46.181,Shallow,4.3,Light,"83 km WSW of Palaióchora, Greece"
2024-02-21 22:46:57.363,-6.2111,113.9306,606.447,Deep,5.1,Moderate,"88 km N of Sumenep, Indonesia"
2024-02-22 00:06:12.022,33.9307,45.8412,10.0,Shallow,4.2,Light,"33 km NE of Mandalī, Iraq"
2024-02-22 00:11:27.349,-1.02,146.2588,10.0,Shallow,4.5,Light,"158 km NW of Lorengau, Papua New Guinea"
2024-02-22 02:57:15.033,2.6628,128.1951,10.0,Shallow,4.0,Light,"105 km NNE of Tobelo, Indonesia"
2024-02-22 04:16:20.266,-4.7435,151.6569,165.742,Intermediate,5.2,Moderate,"81 km WSW of Kokopo, Papua New Guinea"
2024-02-22 04:22:41.244,25.0382,125.2389,43.851,Shallow,4.7,Light,"26 km NNW of Hirara, Japan"
2024-02-22 04:37:27.757,14.0089,144.6361,151.65,Intermediate,4.2,Light,"58 km NNW of Dededo Village, Guam"
2024-02-22 05:03:18.821,18.1516,120.4965,49.117,Shallow,4.4,Light,"4 km NW of Nagbacalan, Philippines"
2024-02-22 06:03:38.809,42.8445,17.5782,10.0,Shallow,4.1,Light,"9 km SSW of Neum, Bosnia and Herzegovina"
2024-02-22 07:26:08.897,-4.5562,143.6837,121.833,Intermediate,4.2,Light,"69 km SW of Angoram, Papua New Guinea"
2024-02-22 07:35:24.267,-4.6516,151.8405,154.905,Intermediate,4.4,Light,"58 km SW of Kokopo, Papua New Guinea"
2024-02-22 07:43:17.957,-30.1383,-179.3497,353.856,Deep,4.3,Light,Kermadec Islands region
2024-02-22 08:02:50.891,-22.6907,-179.6022,561.474,Deep,4.3,Light,south of the Fiji Islands
2024-02-22 10:22:05.402,41.2306,142.5566,47.585,Shallow,4.2,Light,"104 km SSW of Honchō, Japan"
2024-02-22 10:23:33.957,29.2852,142.8895,15.162,Shallow,4.5,Light,"Izu Islands, Japan region"
2024-02-22 11:21:03.500,38.508,22.4386,10.0,Shallow,4.3,Light,"5 km WNW of Delphi, Greece"
2024-02-22 11:31:02.490,32.3391,140.2112,92.552,Intermediate,4.5,Light,"284 km SSE of Shimoda, Japan"
2024-02-22 11:43:16.478,9.0625,126.225,72.826,Intermediate,4.9,Light,"3 km ESE of Tandag, Philippines"
2024-02-22 12:14:21.841,20.0446,145.4581,10.0,Shallow,3.9,Minor,"Maug Islands region, Northern Mariana Islands"
2024-02-22 14:01:53.069,-5.8023,154.4098,392.69,Deep,4.4,Light,"131 km WNW of Panguna, Papua New Guinea"
2024-02-22 16:11:54.906,-11.2412,166.1618,61.849,Shallow,4.3,Light,"69 km SE of Lata, Solomon Islands"
2024-02-22 17:05:55.410,33.1787,76.8103,10.0,Shallow,4.3,Light,"32 km SSW of Padam, India"
2024-02-22 19:25:42.694,47.4681,153.8822,44.275,Shallow,5.1,Moderate,Kuril Islands
2024-02-22 19:36:47.657,31.4442,131.6292,35.0,Shallow,4.1,Light,"30 km SE of Nichinan, Japan"
2024-02-22 20:13:56.944,-17.5603,167.7256,10.0,Shallow,4.5,Light,"65 km WNW of Port-Vila, Vanuatu"
2024-02-22 21:00:42.082,13.5897,120.7964,148.207,Intermediate,4.2,Light,"11 km SW of Tingloy, Philippines"
2024-02-22 21:40:35.350,-22.654,-179.6587,565.334,Deep,4.6,Light,south of the Fiji Islands
2024-02-22 22:25:29.881,1.7993,127.2808,113.25,Intermediate,4.1,Light,"81 km W of Tobelo, Indonesia"
2024-02-22 22:48:07.995,33.6481,136.7858,379.006,Deep,4.0,Light,"67 km ESE of Kumano, Japan"
2024-02-22 23:13:36.073,0.9339,120.3171,22.696,Shallow,4.4,Light,"209 km NNE of Palu, Indonesia"
2024-02-23 00:10:25.102,46.6745,152.614,35.0,Shallow,4.9,Light,Kuril Islands
2024-02-23 01:50:25.549,36.6106,68.4535,10.0,Shallow,4.2,Light,"38 km WSW of Kunduz, Afghanistan"
2024-02-23 02:46:31.649,23.9208,122.5078,36.182,Shallow,4.1,Light,"78 km SW of Yonakuni, Japan"
2024-02-23 03:10:20.422,53.0507,159.4191,74.173,Intermediate,4.2,Light,"53 km E of Petropavlovsk-Kamchatsky, Russia"
2024-02-23 04:08:34.398,41.1658,78.6433,10.0,Shallow,4.4,Light,"127 km W of Aykol, China"
2024-02-23 04:28:03.662,36.591,68.4098,10.0,Shallow,4.6,Light,"42 km WSW of Kunduz, Afghanistan"
2024-02-23 04:53:10.927,-19.892,134.0219,10.0,Shallow,4.4,Light,"32 km SSW of Tennant Creek, Australia"
2024-02-23 05:49:24.733,38.3581,73.8801,134.406,Intermediate,4.5,Light,"22 km NNW of Murghob, Tajikistan"
2024-02-23 06:46:34.303,47.963,155.6677,10.0,Shallow,4.2,Light,east of the Kuril Islands
2024-02-23 07:46:26.679,-0.6873,98.4764,19.996,Shallow,5.3,Moderate,"158 km SSE of Teluk Dalam, Indonesia"
2024-02-23 09:23:18.326,41.883,17.5546,10.0,Shallow,4.4,Light,"94 km S of Babino Polje, Croatia"
2024-02-23 10:33:06.769,41.1736,78.543,10.0,Shallow,4.0,Light,"136 km W of Aykol, China"
2024-02-23 11:37:52.072,51.9569,177.9423,141.042,Intermediate,4.0,Light,"Rat Islands, Aleutian Islands, Alaska"
2024-02-23 11:57:58.247,-0.1001,121.9266,265.184,Intermediate,4.4,Light,"134 km NW of Luwuk, Indonesia"
2024-02-23 12:06:21.411,2.6614,95.6773,28.605,Shallow,4.4,Light,"80 km WNW of Sinabang, Indonesia"
2024-02-23 12:21:07.181,-34.6422,53.934,10.0,Shallow,4.6,Light,Southwest Indian Ridge
2024-02-23 13:24:18.456,-6.317,130.2037,137.457,Intermediate,4.3,Light,"292 km WSW of Tual, Indonesia"
2024-02-23 15:18:44.871,27.0525,126.7536,10.0,Shallow,4.3,Light,"111 km WNW of Ie, Japan"
2024-02-23 19:47:14.436,1.4886,126.3142,40.999,Shallow,4.5,Light,"132 km E of Bitung, Indonesia"
2024-02-23 22:06:46.085,-5.8578,149.1173,96.922,Intermediate,4.2,Light,"61 km NW of Kandrian, Papua New Guinea"
2024-02-23 22:36:08.342,21.5461,94.0885,66.528,Shallow,4.4,Light,"104 km NW of Chauk, Myanmar"
2024-02-23 22:58:56.073,41.0638,78.5847,10.0,Shallow,5.0,Moderate,"131 km W of Aykol, China"
2024-02-23 23:10:43.909,32.1658,137.4984,404.065,Deep,5.3,Moderate,"216 km SE of Kushimoto, Japan"
2024-02-23 23:51:16.015,1.5608,126.3822,43.096,Shallow,4.6,Light,"140 km E of Bitung, Indonesia"
2024-02-24 00:23:57.760,21.2007,99.3878,15.026,Shallow,4.2,Light,"73 km SW of Kēng Tung, Myanmar"
2024-02-24 00:37:33.314,-4.9291,151.9166,82.491,Intermediate,4.2,Light,"75 km SSW of Kokopo, Papua New Guinea"
2024-02-24 00:47:10.412,32.7241,46.1082,15.417,Shallow,4.3,Light,"35 km NE of Al Kūt, Iraq"
2024-02-24 00:51:21.349,3.9671,128.6605,10.0,Shallow,5.2,Moderate,"257 km NNE of Tobelo, Indonesia"
2024-02-24 01:41:18.126,-7.6772,117.1507,298.001,Intermediate,4.4,Light,"89 km NNW of Pototano, Indonesia"
2024-02-24 03:57:53.487,38.3723,141.913,64.304,Shallow,4.5,Light,"41 km ESE of Onagawa Chō, Japan"
2024-02-24 04:15:12.692,-23.3056,170.7318,10.0,Shallow,4.4,Light,southeast of the Loyalty Islands
2024-02-24 04:19:52.958,4.0394,126.0238,135.986,Intermediate,4.7,Light,"163 km SSE of Sarangani, Philippines"
2024-02-24 04:37:06.647,23.5824,121.7236,10.0,Shallow,4.9,Light,"45 km SSE of Hualien City, Taiwan"
2024-02-24 05:47:00.182,-38.6955,-15.9053,10.0,Shallow,4.4,Light,Tristan da Cunha region
2024-02-24 06:07:44.319,2.2786,95.36,10.0,Shallow,4.3,Light,"115 km W of Sinabang, Indonesia"
2024-02-24 07:21:14.108,-58.2576,-25.3273,34.935,Shallow,4.3,Light,South Sandwich Islands region
2024-02-24 07:34:33.177,27.6842,56.1356,16.972,Shallow,5.0,Moderate,"56 km NNW of Bandar Abbas, Iran"
2024-02-24 07:43:51.025,25.7483,129.4153,10.0,Shallow,4.8,Light,"159 km SE of Taira, Japan"
2024-02-24 09:09:11.638,-7.2716,127.1392,273.002,Intermediate,4.6,Light,"139 km N of Lospalos, Timor Leste"
2024-02-24 10:00:35.963,40.699,19.7131,10.0,Shallow,4.1,Light,"4 km SSE of Roskovec, Albania"
2024-02-24 10:17:39.491,39.5694,143.5279,10.0,Shallow,5.0,Moderate,"136 km E of Yamada, Japan"
2024-02-24 10:19:32.411,8.3208,126.5814,83.089,Intermediate,4.3,Light,"24 km NE of Barcelona, Philippines"
2024-02-24 11:41:57.715,-5.7892,128.7983,318.577,Deep,4.3,Light,"241 km SSE of Ambon, Indonesia"
2024-02-24 16:47:43.211,-30.9101,-179.8992,420.478,Deep,4.4,Light,Kermadec Islands region
2024-02-24 18:26:19.319,-7.475,120.2477,397.926,Deep,4.2,Light,"119 km NNE of Labuan Bajo, Indonesia"
2024-02-24 18:28:58.096,11.7482,125.1678,93.893,Intermediate,4.5,Light,"15 km SE of Tutubigan, Philippines"
2024-02-24 18:47:42.689,12.0373,124.9654,75.122,Intermediate,4.9,Light,"6 km WSW of San Jose de Buan, Philippines"
2024-02-24 18:53:18.795,-7.2236,146.0481,166.34,Intermediate,4.5,Light,"65 km W of Bulolo, Papua New Guinea"
2024-02-24 21:16:38.125,27.578,141.8902,30.882,Shallow,4.3,Light,"Bonin Islands, Japan region"
2024-02-24 21:47:43.243,-14.947,167.0715,55.066,Shallow,5.0,Moderate,"10 km N of Port-Olry, Vanuatu"
2024-02-24 22:59:01.885,38.6527,25.5109,10.779,Shallow,4.2,Light,"13 km NNW of Psará, Greece"
2024-02-24 23:29:42.139,-6.2385,143.1464,10.0,Shallow,5.0,Moderate,"48 km SSE of Tari, Papua New Guinea"
2024-02-25 00:28:07.720,27.8704,129.5369,29.478,Shallow,4.3,Light,"55 km S of Naze, Japan"
2024-02-25 00:41:56.155,-5.5254,147.2101,189.719,Intermediate,4.5,Light,"134 km NNW of Finschhafen, Papua New Guinea"
2024-02-25 01:56:36.408,31.6132,140.4573,63.098,Shallow,4.4,Light,"Izu Islands, Japan region"
2024-02-25 02:25:28.417,-5.5464,102.3358,30.093,Shallow,4.2,Light,"193 km S of Bengkulu, Indonesia"
2024-02-25 03:21:57.824,-5.6558,153.4413,10.0,Shallow,4.5,Light,"194 km SE of Kokopo, Papua New Guinea"
2024-02-25 04:15:00.431,41.2117,78.4315,10.0,Shallow,5.4,Moderate,"130 km SSE of Kyzyl-Suu, Kyrgyzstan"
2024-02-25 06:14:12.768,12.0053,124.9656,66.754,Shallow,4.5,Light,"8 km SW of San Jose de Buan, Philippines"
2024-02-25 07:05:57.133,-58.8392,-25.816,55.376,Shallow,4.5,Light,South Sandwich Islands region
2024-02-25 08:18:58.703,-24.1554,179.3123,537.633,Deep,4.2,Light,south of the Fiji Islands
2024-02-25 08:23:29.987,-4.2704,136.7246,10.0,Shallow,4.4,Light,"169 km SE of Nabire, Indonesia"
2024-02-25 08:33:59.082,25.7572,129.8453,10.0,Shallow,4.6,Light,"195 km ESE of Taira, Japan"
2024-02-25 10:19:59.321,1.667,127.1734,127.998,Intermediate,4.5,Light,"93 km W of Tobelo, Indonesia"
2024-02-25 13:07:04.300,-7.3405,105.9282,34.0,Shallow,5.6,Moderate,"79 km WSW of Pelabuhanratu, Indonesia"
2024-02-25 13:48:32.901,24.7957,122.0753,7.575,Shallow,4.9,Light,"32 km E of Yilan, Taiwan"
2024-02-25 14:16:39.689,11.7281,144.7215,10.0,Shallow,4.5,Light,"170 km S of Merizo Village, Guam"
2024-02-25 15:04:57.491,-7.3755,105.9647,45.156,Shallow,5.2,Moderate,"77 km WSW of Pelabuhanratu, Indonesia"
2024-02-25 15:11:54.576,-7.6421,105.7399,35.0,Shallow,4.3,Light,"115 km SW of Pelabuhanratu, Indonesia"
2024-02-25 16:38:23.340,13.8643,120.2291,76.09,Intermediate,4.6,Light,"6 km NNE of Tilik, Philippines"
2024-02-25 17:33:48.562,0.5112,98.5291,53.895,Shallow,4.6,Light,"81 km E of Teluk Dalam, Indonesia"
2024-02-25 21:05:22.035,-13.0822,166.6776,127.718,Intermediate,4.1,Light,"129 km NW of Sola, Vanuatu"
2024-02-25 22:10:01.806,4.9425,127.5944,56.023,Shallow,4.3,Light,"221 km SE of Pondaguitan, Philippines"
2024-02-25 23:44:23.914,39.8593,141.7166,68.948,Shallow,4.1,Light,"7 km W of Iwaizumi, Japan"
2024-02-26 00:44:31.111,-7.6485,105.8544,28.453,Shallow,4.4,Light,"106 km SW of Pelabuhanratu, Indonesia"
2024-02-26 01:28:52.154,41.2768,78.4605,10.0,Shallow,3.9,Minor,"124 km SSE of Kyzyl-Suu, Kyrgyzstan"
2024-02-26 02:50:28.752,-14.7583,168.118,10.0,Shallow,4.6,Light,"115 km SSE of Sola, Vanuatu"
2024-02-26 03:40:53.276,9.0238,126.2736,76.07,Intermediate,4.9,Light,"4 km NNE of La Paz, Philippines"
2024-02-26 05:55:20.784,24.9737,122.3698,10.0,Shallow,4.3,Light,"55 km ESE of Jiufen, Taiwan"
2024-02-26 06:24:12.701,33.6245,132.4056,41.542,Shallow,4.9,Light,"18 km N of Yawatahama, Japan"
2024-02-26 07:40:40.418,-37.7844,176.9265,174.201,Intermediate,4.2,Light,"20 km NNW of Whakatane, New Zealand"
2024-02-26 07:52:50.525,8.4709,126.8878,35.0,Shallow,4.4,Light,"60 km NE of Barcelona, Philippines"
2024-02-26 08:21:12.124,-43.5446,171.348,10.0,Shallow,4.5,Light,"26 km WNW of Methven, New Zealand"
2024-02-26 08:49:35.615,18.6312,145.5176,183.885,Intermediate,4.0,Light,"Pagan region, Northern Mariana Islands"
2024-02-26 10:25:54.300,56.0769,114.0762,10.0,Shallow,4.1,Light,"41 km ESE of Severomuysk, Russia"
2024-02-26 11:29:31.815,29.6188,88.0921,89.466,Intermediate,4.4,Light,"86 km WNW of Rikaze, China"
2024-02-26 12:06:45.729,-4.0523,133.68,10.0,Shallow,4.3,Light,"197 km SE of Fakfak, Indonesia"
2024-02-26 12:28:42.849,41.218,78.8171,10.0,Shallow,4.1,Light,"114 km WNW of Aykol, China"
2024-02-26 13:49:47.841,-22.0731,179.5804,610.994,Deep,4.2,Light,south of the Fiji Islands
2024-02-26 14:20:28.301,41.2807,78.4912,9.952,Shallow,4.3,Light,"124 km SSE of Kyzyl-Suu, Kyrgyzstan"
2024-02-26 15:53:00.682,-24.0668,-179.8811,533.388,Deep,4.2,Light,south of the Fiji Islands
2024-02-26 17:04:47.515,5.6658,126.8807,112.36,Intermediate,4.2,Light,"109 km SE of Pondaguitan, Philippines"
2024-02-26 17:15:32.804,11.5019,57.6533,10.0,Shallow,5.0,Moderate,Owen Fracture Zone region
2024-02-26 17:46:03.063,41.2263,78.7773,10.0,Shallow,4.4,Light,"117 km WNW of Aykol, China"
2024-02-26 17:55:57.498,41.1678,78.7406,8.299,Shallow,4.4,Light,"119 km W of Aykol, China"
2024-02-26 18:30:18.515,26.1459,127.6116,41.476,Shallow,4.2,Light,"6 km WNW of Itoman, Japan"
